codeIataAirport,airportName,codeIataCity,latitudeAirport,longitudeAirport,timezone,airportCity
PHK,Palm Beach Co Glades,PHK,26.816668,-80.666664,America/New_York,Pahokee
PHN,St Clair County International,PHN,42.913055,-82.52611,America/Detroit,Port Huron
PHO,Point Hope,PHO,68.35,-166.8,America/Anchorage,Point Hope
PHP,Philip,PHP,44.333332,-101.666664,America/Chicago,Philip
PHT,Henry County,PHT,36.33361,-88.38333,America/Chicago,Paris
PIA,Greater Peoria,PIA,40.66643,-89.69012,America/Chicago,Peoria
PIH,Pocatello,PIH,42.913334,-112.594444,America/Boise,Pocatello
PIM,Garden Harris County,PIM,32.86667,-84.833336,America/New_York,Pine Mountain
PIP,Pilot Point,PIP,57.56361,-157.56084,America/Anchorage,Pilot Point
UGB,Ugashik Bay,PIP,57.552223,-157.55112,America/Anchorage,Pilot Point
PIR,Pierre,PIR,44.380363,-100.29319,America/Chicago,Pierre
PIZ,Dew Station,PIZ,69.75,-163.16667,America/Anchorage,Point Lay
PJB,Payson,PJB,34.261112,-111.34167,America/Phoenix,Payson
PJS,Port San Juan,PJS,60.04861,-148.06389,America/Anchorage,Port San Juan
PKA,SPB,PKA,60.710835,-161.75806,America/Anchorage,Napaskiak
PKB,Wood County,PKB,39.345554,-81.43889,America/New_York,Parkersburg
PKD,Park Rapids,PKD,46.898335,-95.07167,America/Chicago,Park Rapids
PKF,Park Falls,PKF,45.933334,-90.53333,America/Chicago,Park Falls
PLK,M. Graham Clark - Taney County,PLK,36.65,-93.21667,America/Chicago,Point Lookout
PLN,Emmet County,PLN,45.57083,-84.79278,America/Detroit,Pellston
PLR,St Clair County,PLR,33.583332,-86.28333,America/Chicago,Pell City
PLY,Plymouth,PLY,41.365276,-86.30167,America/Indiana/Indianapolis,Plymouth
PMB,Intermediate,PMB,49,-98.083336,America/Chicago,Pembina
PMD,La Palmdale Regional Airport,PMD,34.6275,-118.083336,America/Los_Angeles,Palmdale
PMH,Greater Portsmouth Regional,PMH,38.75,-82.98333,America/New_York,Portsmouth
PML,AFS,PML,56.005554,-160.55833,America/Anchorage,Port Moller
PMU,SPB,PMU,61.983334,-160.33333,America/Anchorage,Paimiut
PMX,Metropolitan,PMX,42.15,-72.316666,America/New_York,Palmer
PNC,Ponca City,PNC,36.728058,-97.09944,America/Chicago,Ponca City
PNF,Peterson's Point,PNF,58.683334,-156.83333,America/Anchorage,Peterson's Point
PNN,Princeton,PNN,45.233334,-67.566666,America/New_York,Princeton
PNU,Panguitch,PNU,37.833332,-112.38333,America/Denver,Panguitch
PNX,Grayson County,PNX,33.63889,-96.611115,America/Chicago,Sherman-Denison
POC,Brackett Field,POC,34.033333,-117.51667,America/Los_Angeles,La Verne
POE,Polk AAF,POE,31.045834,-93.19222,America/Chicago,Fort Polk
POF,Earl Fields Memorial,POF,36.71111,-90.31389,America/Chicago,Poplar Bluff
POH,Pocahontas Municipal,POH,42.74222,-94.644165,America/Chicago,Pocahontas
POQ,Polk Inlet,POQ,55.35,-132.5,America/Anchorage,Polk Inlet
POU,Dutchess County,POU,41.628056,-73.882774,America/New_York,Poughkeepsie
POY,Powell,POY,44.75,-108.76667,America/Denver,Powell
PPA,Perry Lefors Field,PPA,35.533333,-100.96667,America/Chicago,Pampa
PPC,Prospect Creek,PPC,66.79667,-150.7,America/Anchorage,Prospect Creek
PPF,Tri-City,PPF,37.332222,-95.50861,America/Chicago,Parsons
PPM,Pompano Beach,PPM,26.25,-80.11667,America/New_York,Pompano Beach
PPV,Port Protection,PPV,56.333332,-133.66667,America/Anchorage,Port Protection
PQI,Presque Isle Municipal,PQI,46.685,-68.0475,America/New_York,Presque Isle
PQS,Pilot Station,PQS,61.934723,-162.89055,America/Anchorage,Pilot Station
PRB,Paso Robles,PRB,35.670555,-120.62583,America/Los_Angeles,Paso Robles
PRC,Prescott,PRC,34.65,-112.424164,America/Phoenix,Prescott
PRF,Port Johnson,PRF,55.13333,-132,America/Anchorage,Port Johnson
PRL,Port Oceanic,PRL,60.208332,-147.81944,America/Anchorage,Port Oceanic
PRO,Perry Municipal,PRO,41.85,-94.1,America/Chicago,Perry
PRT,Coast Guard Heliport,PRT,58.35,-134.55,America/Anchorage,Point Retreat
PRW,Prentice,PRW,45.55,-90.28333,America/Chicago,Prentice
PRX,Cox Field,PRX,33.636665,-95.45028,America/Chicago,Paris
PRZ,Prineville,PRZ,44.3,-120.85,America/Los_Angeles,Prineville
PSB,Bellefonte,PSB,40.88333,-78.08583,America/New_York,Bellefonte
PSC,Tri-cities,PSC,46.259094,-119.1152,America/Los_Angeles,Pasco
PSF,Pittsfield,PSF,42.426666,-73.291664,America/New_York,Pittsfield
PSG,Petersburg James A Johnson,PSG,56.80417,-132.9425,America/Anchorage,Petersburg
PSK,New River Valley,PSK,37.137222,-80.67861,America/New_York,Dublin
PSN,Palestine Municipalcipal Airport,PSN,31.783333,-95.71667,America/Chicago,Palestine
PSP,Palm Springs Metropolitan Area,PSP,33.822975,-116.508446,America/Los_Angeles,Palm Springs
UDD,Bermuda Dunes,PSP,33.735832,-116.26722,America/Los_Angeles,Palm Springs
PSX,Palacios,PSX,28.7,-96.25,America/Chicago,Palacios
PTA,Port Alsworth,PTA,60.2,-145.33333,America/Anchorage,Port Alsworth
PTB,Dinwiddie County Airport,PTB,37.216667,-77.4,America/New_York,Petersburg
PTC,Port Alice,PTC,55.78361,-133.585,America/Anchorage,Port Alice
PTD,Port Alexander,PTD,56.25,-134.65,America/Anchorage,Port Alexander
PTH,Port Heiden,PTH,56.95667,-158.6375,America/Anchorage,Port Heiden
PTK,Pontiac,PTK,42.664722,-83.41139,America/Detroit,Pontiac
PTL,Port Armstrong,PTL,56.297222,-134.6625,America/Anchorage,Port Armstrong
PTN,Williams Memorial,PTN,29.708332,-91.3375,America/Chicago,Patterson
PTR,Pleasant Harbour,PTR,57.75,-152.83333,America/Anchorage,Pleasant Harbour
PTS,Atkinson Municipal Airport,PTS,37.446667,-94.73055,America/Chicago,Pittsburg
PTT,Pratt,PTT,37.716667,-98.75,America/Chicago,Pratt
PTU,Platinum,PTU,59.01139,-161.81694,America/Anchorage,Platinum
PTV,Porterville,PTV,36.066666,-119.01667,America/Los_Angeles,Porterville
PTW,Pottstown/Limerick,PTW,40.25,-75.63333,America/New_York,Pottstown
PUB,Memorial,PUB,38.292778,-104.49611,America/Denver,Pueblo
PUC,Carbon County,PUC,39.609722,-110.75278,America/Denver,Price
PUL,Poulsbo,PUL,47.733334,-122.65,America/Los_Angeles,Poulsbo
PUO,Prudhoe Bay,PUO,70.25139,-148.33694,America/Anchorage,Prudhoe Bay
PUW,Pullman-Moscow Regional Airport,PUW,46.74472,-117.105,America/Los_Angeles,Pullman
PVC,Provincetown,PVC,42.071945,-70.221664,America/New_York,Provincetown
PVD,T. F. Green Airport,PVD,41.72631,-71.43632,America/New_York,Providence
ZRV,Providence Railway,PVD,41.8239891,-71.4128343,America/New_York,Providence
PVF,Placerville,PVF,38.716667,-120.8,America/Los_Angeles,Placerville
PVU,Provo,PVU,40.218056,-111.72222,America/Denver,Provo
PVW,Hale County,PVW,34.183334,-101.71667,America/Chicago,Plainview
PVY,Pope Vanoy,PVY,59.316666,-154.91667,America/Anchorage,Pope Vanoy
PWD,Sherwood,PWD,48.783333,-104.566666,America/Denver,Plentywood
PWM,International Jetport,PWM,43.64749,-70.31031,America/New_York,Portland
PWR,Port Walter,PWR,56.38333,-134.65,America/Anchorage,Port Walter
PWT,Bremerton,PWT,47.485,-122.763336,America/Los_Angeles,Bremerton
PXL,Polacca,PXL,35.8,-110.333336,America/Phoenix,Polacca
PYL,Perry SPB,PYL,35.033333,-92.816666,America/Anchorage,Perry Island
PYM,Plymouth,PYM,41.966667,-70.683334,America/New_York,Plymouth
PYS,Skypark,PYS,39.7106,-120.616,America/Los_Angeles,Paradise
QCE,Bus Station,QCE,49.3,-1.5,America/Denver,Copper Mountain
QKB,Bus Station,QKB,-28.8333,22.6167,America/Denver,Breckenridge
QKS,Bus Station,QKS,,,America/Denver,Keystone
QMV,Montvale,QMV,41.033333,-74.01667,America/New_York,Montvale
QWP,Bus Station,QWP,39.9,-105.767,America/Denver,Winter Park
RAC,John H. Batten Field,RAC,42.683334,-87.85,America/Chicago,Racine
RAP,Regional,RAP,44.037582,-103.06118,America/Denver,Rapid City
RCA,Ellsworth AFB,RAP,44.083332,-103.23333,America/Denver,Rapid City
RBF,Big Bear City Airport,RBF,34.266666,-116.85,America/Los_Angeles,Big Bear
RBG,Roseburg Municipal Airport,RBG,43.238888,-123.35972,America/Los_Angeles,Roseburg
RBH,Brooks Lodge,RBH,58.55,-155.8,America/Anchorage,Brooks Lodge
RBK,French Valley,RBK,33.566666,-117.11667,America/Los_Angeles,Rancho
RBL,Red Bluff Fss,RBL,40.156555,-122.27292,America/Los_Angeles,Red Bluff
RBN,Fort Jefferson,RBN,24.616667,-82.86667,America/New_York,Fort Jefferson
RBW,Lowcountry Regional,RBW,32.9,-80.666664,America/New_York,Walterboro
RBY,Ruby,RBY,64.73,-155.46083,America/Anchorage,Ruby
RCE,Roche Harbor,RCE,48.583332,-123.166664,America/Los_Angeles,Roche Harbor
RCK,Coffield,RCK,30.65,-97,America/Chicago,Rockdale
RCP,Cinder River,RCP,57.083057,-157.80556,America/Anchorage,Cinder River
RCR,Fulton County,RCR,41.066666,-86.21667,America/Indiana/Indianapolis,Rochester
RCT,Miller Field,RCT,43.88333,-85.51667,America/Detroit,Reed City
RDB,Red Dog,RDB,67.75,-163.66667,America/Anchorage,Red Dog
RDG,Municipalcipal/Spaatz Field,RDG,40.378613,-75.96389,America/New_York,Reading
RDM,Roberts Field,RDM,44.254272,-121.162895,America/Los_Angeles,Redmond
RDR,Grand Forks AFB,RDR,46.833332,-96.75,America/Chicago,Red River
RDU,Raleigh-durham International Airport,RDU,35.873592,-78.79086,America/New_York,Raleigh
RDV,Red Devil,RDV,61.787224,-157.34694,America/Anchorage,Red Devil
RED,Mifflin County,RED,40.683334,-77.61667,America/New_York,Reedsville
REO,Rome State,REO,42.833332,-117.61667,America/Los_Angeles,Rome
RFG,Rooke Field,RFG,28.333332,-97.35,America/Chicago,Refugio
VDU,Tom O'Connor Oilfield,RFG,28.3,-97.28333,America/Chicago,Refugio
RFK,Rollang Field,RFK,32.966667,-90.816666,America/Chicago,Anguilla
RGR,Ranger Municipalcipal,RGR,32.466667,-98.683334,America/Chicago,Ranger
RHI,Oneida County,RHI,45.625706,-89.46253,America/Chicago,Rhinelander
RHV,Reid-Hillview,SJC,37.333332,-121.88333,America/Los_Angeles,San Jose
SJC,Mineta San Jose International Airport,SJC,37.366737,-121.92638,America/Los_Angeles,San Jose
ZJO,San Jose Bus Station,SJC,37.3393857,-121.8949555,America/Los_Angeles,San Jose
RIC,Richmond International Airport,RIC,37.50611,-77.3225,America/New_York,Richmond
ZRD,Richmond VA Railway,RIC,37.542979,-77.469092,America/New_York,Richmond
RID,Richmond Municipalcipal Airport,RID,39.833332,-84.9,America/Indiana/Indianapolis,Richmond
RIE,Rice Lake,RIE,45.47861,-91.72361,America/Chicago,Rice Lake
RIF,Reynolds,RIF,38.74111,-112.094444,America/Denver,Richfield
RIL,Garfield County,RIL,39.533333,-107.78333,America/Denver,Rifle
RIW,Riverton Regional,RIW,43.064445,-108.45695,America/Denver,Riverton
RKC,Yreka,RKC,41.733334,-122.63333,America/Los_Angeles,Yreka
RKD,Knox County Regional,RKD,44.059166,-69.09805,America/New_York,Rockland
RKH,Rock Hill,RKH,34.916668,-81.01667,America/New_York,Rock Hill
RKP,Aransas County,RKP,28.033333,-97.05,America/Chicago,Rockport
RKR,Robert S Kerr,RKR,35.05,-94.61667,America/Chicago,Poteau
RKS,Sweetwater County,RKS,41.59639,-109.065834,America/Denver,Rock Springs
RKW,Rockwood Municipal Airport,RKW,35.86667,-84.683334,America/New_York,Rockwood
RLA,National,RLA,38.127777,-91.77805,America/Chicago,Rolla
RLD,Richland,RLD,46.308334,-119.30556,America/Los_Angeles,Richland
RLU,Bornite Upper,RLU,67.75,-156,America/Anchorage,Bornite
RME,Griffiss AFB,RME,43.216667,-75.45,America/New_York,Rome
RMG,Richard B Russell,RMG,34.35139,-85.15861,America/New_York,Rome
RMP,Rampart,RMP,65.50833,-150.14027,America/Anchorage,Rampart
RMY,Mariposa-Yosemite,RMY,42.261806,-85.004524,America/Los_Angeles,Mariposa
RNC,Warren County,RNC,35.837082,-85.93816,America/Chicago,Mcminnville
RNG,Rangely,RNG,40.094723,-108.76056,America/Denver,Rangely
RNH,New Richmond Municipal Airport,RNH,45.13333,-92.55,America/Chicago,New Richmond
RNO,Reno-Tahoe International,RNO,39.505783,-119.775696,America/Los_Angeles,Reno
RNT,Renton,RNT,47.5,-122.21667,America/Los_Angeles,Renton
RNZ,Rensselaer,RNZ,40.95,-87.15,America/Chicago,Rensselaer
ROA,Roanoke Regional Airport,ROA,37.32051,-79.97038,America/New_York,Roanoke
ROC,Greater Rochester International,ROC,43.127975,-77.66543,America/New_York,Rochester
ZTE,Rochester NY Railway,ROC,43.161,-77.611,America/New_York,Rochester
ROF,Yreka Rohrer Field,SIY,41.7281985,-122.5278007,America/Los_Angeles,Montague
SIY,Siskiyou County,SIY,41.733334,-122.53333,America/Los_Angeles,Montague
ROG,Rogers,ROG,36.372223,-94.10667,America/Chicago,Rogers
ROL,Roosevelt,ROL,40.3,-109.98333,America/Denver,Roosevelt
ROW,Industrial,ROW,33.29972,-104.53,America/Denver,Roswell
ROX,Roseau Municipal Airport,ROX,48.85,-95.76667,America/Chicago,Roseau
RPX,Roundup,RPX,46.433334,-108.53333,America/Denver,Roundup
RRL,Merrill Municipal Airport,RRL,45.183334,-89.683334,America/Chicago,Merrill
RRT,Warroad,RRT,48.9,-95.3,America/Chicago,Warroad
RSH,Russian SPB,RSH,61.783054,-161.31917,America/Anchorage,Russian Mission
RSJ,Rosario SPB,RSJ,48.63333,-122.85,America/Los_Angeles,Rosario
RSL,Russell,RSL,38.88333,-98.85,America/Chicago,Russell
RSN,Ruston,RSN,32.516666,-92.63333,America/Chicago,Ruston
RSP,Raspberry Strait,RSP,58.166668,-154.83333,America/Anchorage,Raspberry Strait
RSX,Rouses Point,RSX,44.984722,-73.35222,America/New_York,Rouses Point
RTD,Rotunda,RTD,26.866667,-82.26667,America/New_York,Rotunda
RTE,Marguerite Bay,RTE,55.7,-131.63333,America/Anchorage,Marguerite Bay
RTL,Spirit Lake,RTL,47.95,-116.86667,America/Chicago,Spirit Lake
RTN,Crews Field,RTN,36.74139,-104.501114,America/Denver,Raton
RUI,Ruidoso Sierra Blanca Regional Airport,RUI,33.360832,-105.6625,America/Denver,Ruidoso
RUT,Rutland,RUT,43.529446,-72.94833,America/New_York,Rutland
RVR,Green River,RVR,38.966667,-110.25,America/Denver,Green River
RVS,R.Lloyd Jones,TUL,36.15,-95.96667,America/Chicago,Tulsa
TUL,Tulsa International,TUL,36.189808,-95.8901,America/Chicago,Tulsa
RWB,Rowan Bay,RWB,56.75,-134.13333,America/Anchorage,Rowan Bay
RWF,Redwood Falls Municipal,RWF,44.5,-95.1,America/Chicago,Redwood Falls
RWI,Rocky Mount-wilson,RWI,35.854443,-77.89056,America/New_York,Rocky Mount
RWL,Rawlins,RWL,41.804443,-107.201385,America/Denver,Rawlins
RXE,Madison County,RXE,43.83911,-111.85106,America/Boise,Rexburg
SAA,Shively Field,SAA,41.445,-106.81,America/Denver,Saratoga
SAD,Safford,SAD,32.833332,-109.71667,America/Phoenix,Safford
SAF,Santa Fe,ZSH,35.6175,-106.08833,America/Denver,Santa Fe
ZSH,Santa Fe Bus Station,ZSH,30.236935,120.43236,America/Denver,Santa Fe
SAR,Sparta Community,SAR,38.13333,-89.7,America/Chicago,Sparta
SAS,Salton City,SAS,33.316666,-115.98333,America/Los_Angeles,Salton City
SAV,Savannah/Hilton Head,SAV,32.1358,-81.21059,America/New_York,Savannah
SVN,Hunter AAF,SAV,32.083332,-81.1,America/New_York,Savannah
SBA,Santa Barbara Metropolitan Area,SBA,34.432835,-119.83648,America/Los_Angeles,Santa Barbara
SZN,Santa Cruz Island,SBA,34.060555,-119.915,America/Los_Angeles,Santa Barbara
SBD,Norton AFB,SBT,34.11667,-117.23333,America/Los_Angeles,San Bernardino
SBM,Memorial,SBM,43.771667,-87.85222,America/Chicago,Sheboygan
SBN,South Bend Regional,SBN,41.700554,-86.31335,America/Indiana/Indianapolis,South Bend
SBO,Salina,SBO,39.029167,-111.8375,America/Denver,Salina
SBS,Steamboat Springs,SBS,40.516666,-106.8625,America/Denver,Steamboat Springs
SBX,Shelby,SBX,48.5,-111.85,America/Denver,Shelby
SBY,Wicomico Regional,SBY,38.34312,-75.517265,America/New_York,Salisbury-Ocean City
SCB,State,SCB,41.65,-96.666664,America/Chicago,Scribner
SCC,Prudhoe Bay/Deadhorse,SCC,70.203636,-148.46011,America/Anchorage,Prudhoe Bay/Deadhorse
SCE,University Park Airport,SCE,40.85372,-77.84823,America/New_York,State College
SCH,Schenectady County,SCH,42.85,-73.933334,America/New_York,Schenectady
ZTD,Schenectady Railway,SCH,42.8142432,-73.9395687,America/New_York,Schenectady
SCJ,Smith Cove,SCJ,55.416668,-132.33333,America/Anchorage,Smith Cove
SCM,SPB,SCM,61.84639,-165.59389,America/Anchorage,Scammon Bay
SDP,Sand Point Municipal,SDP,55.316666,-160.51389,America/Anchorage,Sand Point
SDX,Sedona,SDX,34.86667,-111.76667,America/Phoenix,Sedona
SDY,Richland Municipalcipal,SDY,47.706944,-104.19194,America/Denver,Sidney
SEF,Sebring Regional Airport,SEF,27.5,-81.416664,America/New_York,Sebring
SEG,Penn Valley,SEG,40.85,-76.85,America/New_York,Selinsgrove
SEM,Craig AFB,SES,32.226112,-87.08722,America/Chicago,Selma
SES,Selfield,SES,32.726112,-87.08722,America/Chicago,Selma
SEP,Clark Field,SEP,32.216667,-98.2,America/Chicago,Stephenville
SER,Freeman Municipalcipal,SER,38.966667,-85.88333,America/Indiana/Indianapolis,Seymour
SFM,Sanford,SFM,43.433334,-70.76667,America/New_York,Sanford
SFZ,North Central,SFZ,41.916668,-71.566666,America/New_York,Pawtucket
SGF,Springfield-Branson Rg,SGF,37.24237,-93.38226,America/Chicago,Springfield
SGH,Springfield,SGH,39.916668,-83.8,America/New_York,Springfield
SGR,Sugar Land Regional,SGR,29.698889,-95.407776,America/Chicago,Sugar Land
SGT,Stuttgart Municipalcipal,SGT,34.5,-91.53333,America/Chicago,Stuttgart
SGU,St. George Municipal,SGU,37.032627,-113.51017,America/Denver,Saint George
SGW,Saginaw Bay,SGW,58.4776,-134.1578,America/Anchorage,Saginaw Bay
SGY,Skagway Municipal,SGY,59.460556,-135.31555,America/Anchorage,Skagway
SHD,Shenandoah Valley,SHD,38.26389,-78.89667,America/New_York,Staunton
SHG,Shungnak,SHG,66.889725,-157.15778,America/Anchorage,Shungnak
SHH,Shishmaref,SHH,66.25694,-166.05833,America/Anchorage,Shishmaref
SHN,Sanderson Field,SHN,47.23389,-123.138885,America/Los_Angeles,Shelton
SHR,Sheridan,SHR,44.774166,-106.97722,America/Denver,Sheridan
SHX,Shageluk,SHX,62.69583,-159.56667,America/Anchorage,Shageluk
SIK,Memorial,SIK,36.86667,-89.55,America/Chicago,Sikeston
SIT,Sitka,SIT,57.04861,-135.23334,America/Sitka,Sitka
SIV,County,SIV,39.1,-87.4,America/Indiana/Indianapolis,Sullivan
SJN,St. Johns Industrial Air Park,SJN,34.5,-109.35,America/Phoenix,St Johns
SKK,Shaktoolik,SKK,64.324165,-161.13889,America/Anchorage,Shaktoolik
SKW,Intermediate,SKW,61.96583,-151.18861,America/Anchorage,Skwentna
SLB,Storm Lake Municipal Airport,SLB,42.63333,-95.2,America/Chicago,Storm Lake
SLC,Salt Lake City International,SLC,40.785645,-111.980675,America/Denver,Salt Lake City
SLE,Mcnary Field,SLE,44.995277,-123.025,America/Los_Angeles,Salem
SLG,Smith Field,SLG,36.183334,-94.53333,America/Chicago,Siloam Springs
SLK,Adirondack,SLK,44.38278,-74.206665,America/New_York,Saranac Lake
SLN,Salina,SLN,38.790833,-97.6525,America/Chicago,Salina
SLO,Leckrone,SLO,38.63333,-88.95,America/Chicago,Salem
SLQ,Sleetmute,SLQ,61.705,-157.16667,America/Anchorage,Sleetmute
SLR,Sulphur Springs,SLR,33.13333,-95.6,America/Chicago,Sulphur Springs
SLT,Salida,SLT,38.533333,-106,America/Denver,Salida
SME,Pulaski County,SME,37.083332,-84.6,America/New_York,Somerset
SMK,St Michael,SMK,63.484295,-162.11182,America/Anchorage,St Michael
SMN,Salmon,SMN,45.183334,-113.916664,America/Boise,Salmon
SMO,Santa Monica,SMO,34.016666,-118.5,America/Los_Angeles,Santa Monica
SMU,Sheep Mountain,SMU,61.8,-147.66667,America/Anchorage,Sheep Mountain
SMX,Public,SMX,34.905,-120.45778,America/Los_Angeles,Santa Maria
SNK,Winston Field,SNK,32.716667,-100.9,America/Chicago,Snyder
SNL,Shawnee Municipal,SNL,35.333332,-96.916664,America/Chicago,Shawnee
SNP,Saint Paul Island,SNP,57.15222,-170.21722,America/Anchorage,Saint Paul Island
SNS,Salinas,SNS,36.666668,-121.65,America/Los_Angeles,Salinas
SNY,Sidney,SNY,41.099445,-102.9825,America/Denver,Sidney
SOL,Solomon,SOL,64.56084,-164.44028,America/Anchorage,Solomon
SOP,Pinehurst-S. Pines,SOP,35.23761,-79.388794,America/New_York,Southern Pines
SOV,Seldovia,SOV,59.4425,-151.70416,America/Anchorage,Seldovia
SOW,Show Low,SOW,34.264442,-110.004166,America/Phoenix,Show Low
SPA,"Spartanburg, Downtown Memorial",SPA,34.95,-81.916664,America/New_York,Spartanburg
SPF,Black Hills,SPF,44.5,-103.86667,America/Denver,Spearfish
SPG,Whitted,SPG,27.766945,-82.625275,America/New_York,Saint Petersburg
SPI,Capital,SPI,39.844166,-89.67889,America/Chicago,Springfield
SPQ,Catalina SPB,SPQ,33.750557,-118.27278,America/Los_Angeles,San Pedro
SPW,Spencer Municipal,SPW,43.16389,-95.200836,America/Chicago,Spencer
SPZ,Springdale Municipal,SPZ,36.183334,-94.166664,America/Chicago,Springdale
SQA,Santa Ynez,SQA,34.066666,-118.566666,America/Los_Angeles,Santa Ynez
SQI,Whiteside County,SQI,41.74,-89.68083,America/Chicago,Sterling Rockfalls
SQL,San Carlos,SQL,37.483334,-122.25,America/Los_Angeles,San Carlos
SQV,Sequim Valley Airport,SQV,48.09778,-123.18528,America/Los_Angeles,Sequim
SRC,Searcy,SRC,35.25,-91.73333,America/Chicago,Searcy
SRQ,Sarasota/Bradenton International,SRQ,27.38748,-82.55328,America/New_York,Sarasota
SRV,Stony River,SRV,61.79111,-156.5861,America/Anchorage,Stony River
SRW,Rowan County,SRW,35.666668,-80.48333,America/New_York,Salisbury
SSC,Shaw AFB,SSC,33.9,-80.11667,America/New_York,Sumter
SUM,Sumter Municipal Airport,SSC,33.9,-80.11667,America/New_York,Sumter
SSW,Stuart Island,SSW,48.67288,-123.17574,America/Los_Angeles,Stuart Island
STE,Stevens Point,STE,44.545277,-89.53083,America/Chicago,Stevens Point
STG,St George Island,STG,56.6,-169.5525,America/Anchorage,St George Island
STJ,Rosecrans Memorial,STJ,39.960556,-94.925,America/Chicago,St Joseph
STK,Crosson Field,STK,40.61611,-103.26722,America/Denver,Sterling
STQ,St Marys,STQ,41.433334,-78.566666,America/New_York,St Marys
STS,Sonoma County,STS,38.50889,-122.81167,America/Los_Angeles,Santa Rosa
SUA,Witham Field,SUA,27.2,-80.25,America/New_York,Stuart
SUC,Schloredt,SUC,44.4,-104.38333,America/Denver,Sundance
SUD,Stroud,SUD,35.75,-96.683334,America/Chicago,Stroud
SUE,Door County,SUE,44.843887,-87.42139,America/Chicago,Sturgeon Bay
SUN,Sun Valley,SUN,43.50647,-114.30082,America/Boise,Sun Valley
XUN,Hailey Bus Station,SUN,43.6971294,-114.3517172,America/Boise,Sun Valley
SUO,Sun River,SUO,43.916668,-121.5,America/Los_Angeles,Sun River
SUU,Travis AFB,SUU,38.2625,-121.92694,America/Los_Angeles,Fairfield
SUW,Richard I Bong Airport,SUW,46.691113,-92.10333,America/Chicago,Superior
SUX,Sioux Gateway,SUX,42.401943,-96.38417,America/Chicago,Sioux City
SVA,Savoonga,SVA,63.69093,-170.48679,America/Anchorage,Savoonga
SVC,Grant County,SVC,32.631943,-108.15389,America/Denver,Silver City
SVE,Susanville,SVE,40.416668,-120.65,America/Los_Angeles,Susanville
SVH,Statesville Municipal,SVH,35.783333,-80.88333,America/New_York,Statesville
SVS,Stevens Village,SVS,66.009445,-149.09416,America/Anchorage,Stevens Village
SVW,Sparrevohn AFS,SVW,61.0975,-155.57222,America/Anchorage,Sparrevohn
SWD,Seward,SWD,60.13333,-149.41806,America/Anchorage,Seward
SWF,Stewart,SWF,41.49843,-74.10104,America/New_York,Newburgh
SWO,Searcy Field,SWO,36.15889,-97.085556,America/Chicago,Stillwater
SWW,Sweetwater,SWW,32.466667,-100.4,America/Chicago,Sweetwater
SXP,Sheldon SPB,SXP,62.533333,-164.83333,America/Anchorage,Sheldon Point
SXQ,Soldotna,SXQ,60.475555,-151.03639,America/Anchorage,Soldotna
SXY,Sidney,SXY,42.316666,-75.4,America/New_York,Sidney
SYA,Shemya AFB,SYA,52.7175,174.08945,America/Adak,Shemya
SYB,Seal Bay,SYB,58.166668,-152.5,America/Anchorage,Seal Bay
SYI,Bomar Field,SYI,35.560833,-86.4425,America/Chicago,Shelbyville
SYL,Roberts AAF,SYL,35.75,-120.7,America/Los_Angeles,San Miguel
SYN,Carleton,SYN,32.13333,-101.8,America/Chicago,Stanton
SYR,Syracuse Hancock International Airport,SYR,43.113983,-76.11223,America/New_York,Syracuse
ZYQ,Syracuse  Railway,SYR,43.0481221,-76.1474244,America/New_York,Syracuse
SYV,Sylvester,SYV,31.516666,-83.833336,America/New_York,Sylvester
SZL,Whiteman AFB,SZL,38.766666,-93.73333,America/Chicago,Kansas
SZP,Oxnard,SZP,34.35,-119.066666,America/Los_Angeles,Santa Paula
TAD,Las Animas,TAD,37.305557,-104.325,America/Denver,Trinidad
TAL,Ralph Calhoun,TAL,65.175,-152.10806,America/Anchorage,Tanana
TBC,Tuba City,TBC,36.13333,-111.23333,America/Shiprock,Tuba City
TBN,Forney AAF,TBN,37.74139,-92.14056,America/Chicago,Fort Leonard Wood
TBR,Statesboro-Bulloch County Airport,TBR,32.490276,-81.73556,America/New_York,Statesboro
TCC,Tucumcari,TCC,35.166668,-103.73333,America/Denver,Tucumcari
TCL,Van De Graaf,TCL,33.22111,-87.61083,America/Chicago,Tuscaloosa
TCS,Truth or Consequences,TCS,33.13333,-107.25,America/Denver,Truth Or Consequences
TCT,Takotna,TCT,62.99278,-156.06555,America/Anchorage,Takotna
TDO,Winlock,TDO,46.433334,-122.85,America/Los_Angeles,Toledo
TDZ,Toledo,TOL,41.65,-83.55,America/New_York,Toledo
TOL,Toledo Express,TOL,41.5925,-83.8069,America/New_York,Toledo
TEB,Teterboro,TEB,40.849724,-74.062225,America/New_York,Teterboro
TEH,Tetlin,TEH,63.13333,-142.51666,America/Anchorage,Tetlin
TEK,Tatitlek,TEK,60.86667,-146.68333,America/Anchorage,Tatitlek
TEX,Telluride Regional,TEX,37.933334,-107.816666,America/Denver,Telluride
ZTL,Telluride Bus Station,TEX,37.9374939,-107.8122852,America/Denver,Telluride
TGE,Sharpe Field,TGE,32.466667,-85.683334,America/Chicago,Tuskegee
THA,Tullahoma/William Northern Field,THA,35.36667,-86.183334,America/Chicago,Tullahoma
TUH,Arnold AFS,THA,35.36667,-86.21667,America/Chicago,Tullahoma
